feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Blautia	AgeC	AgeC	2.39566107311816	0.395280441750931	101	53	2.58937664101535e-08	7.68287019288629e-06
Intestinibacter	AgeC	AgeC	2.49690782179206	0.41727876610238	101	53	3.65850961566014e-08	7.68287019288629e-06
GCA.900066575	AgeC	AgeC	0.558366300643593	0.119730849634273	101	12	9.93703461627759e-06	0.00118481787944608
Roseburia	AgeC	AgeC	2.39904255290552	0.499783234416254	101	42	1.29304517470182e-05	0.00118481787944608
Fusobacterium	AgeC	AgeC	1.22679714893926	0.257800480069135	101	26	1.41049747553105e-05	0.00118481787944608
Lachnoclostridium	AgeC	AgeC	1.28060088312274	0.320649754519154	101	45	0.00012658729891445	0.0088611109240115
GCA.900066575	UrbanAgeC	UrbanAgeC	-0.657233094869133	0.172930877964447	101	12	0.000252101216120045	0.0132353138463023
X.Eubacterium._coprostanoligenes_group	AgeC	AgeC	1.69147032036164	0.441785367841323	101	35	0.000228324134421681	0.0132353138463023
Monoglobus	AgeC	AgeC	1.04780806065721	0.29266837745889	101	23	0.000538457752417835	0.0251280284461656
Libanicoccus	Location	Urban	-2.25913195309579	0.638881405273566	101	42	0.000624582896893636	0.0262324816695327
Lachnospira	AgeC	AgeC	0.978622730443833	0.285917494809095	101	19	0.000909317852623643	0.0293779613924561
Family_XIII_UCG.001	AgeC	AgeC	0.769328714277519	0.223244874602636	101	17	0.000842085773898538	0.0293779613924561
Terrisporobacter	AgeC	AgeC	0.568374794286582	0.163733264642246	101	14	0.000774797797992483	0.0293779613924561
Desulfovibrio	AgeC	AgeC	1.15709757543164	0.335035794745422	101	31	0.00103931058316001	0.0311793174948002
X.Eubacterium._hallii_group	AgeC	AgeC	1.16565411965118	0.340653497587953	101	32	0.00116269813642087	0.0325555478197843
Oscillibacter	AgeC	AgeC	0.679209981254263	0.210967323973687	101	21	0.00208520455635907	0.0547366196044256
Anaerotruncus	AgeC	AgeC	0.577854273216719	0.184361350972378	101	16	0.0022796506546768	0.0563207808802504
X.Eubacterium._ventriosum_group	AgeC	AgeC	0.600407995154009	0.194788654592726	101	18	0.00267377752488852	0.0565749384622694
Lachnospiraceae_UCG.010	AgeC	AgeC	0.753828823121313	0.240219537449579	101	18	0.0026940446886795	0.0565749384622694
UCG.003	AgeC	AgeC	0.652120873072347	0.211494968401215	101	18	0.00266536389989603	0.0565749384622694
Romboutsia	AgeC	AgeC	0.710242866336286	0.228723599720011	101	18	0.00302874102706612	0.0605748205413225
Lachnospiraceae_NK4A136_group	AgeC	AgeC	0.83139850991021	0.278620518729386	101	25	0.00359982773391571	0.0687239840111182
Peptococcus	AgeC	AgeC	1.05150797578403	0.35176500702479	101	24	0.00412709887496173	0.0753644142384315
UCG.005	AgeC	AgeC	1.17032551774946	0.402226857497599	101	27	0.00448759621195666	0.0753916163608719
Anaerovibrio	AgeC	AgeC	0.804750898365829	0.275915551914178	101	10	0.00439562411460447	0.0753916163608719
Turicibacter	AgeC	AgeC	0.688070065756593	0.234717079070977	101	19	0.00492074326081334	0.0794889295977539
